Mauny:,42,"MAUNY, R. « Le périple de la mer Erythrée et le problème du commerce romain en Afrique au sud du Limes », Journal de la Société des Africanistes, N° 38-1, 1968.",,
,,http://www.persee.fr/web/revues/home/prescript/article/jafr_0037-9166_1968_num_38_1_1428,,
Monfreid :,43,"DE MONFREID, H. « Les secrets de la Mer Rouge », Bernard Grasset, Paris, 1932",,
,,http://openlibrary.org/books/OL6275739M/Les_secrets_de_la_mer_Rouge.,,
Morena:,44,"MORENA, M. « Antipolis, Municipe Romain, catalogue du musée d’histoire et d’archéologie d’Antibes », 1994.",,
,,http://www.antibes-juanlespins.com/les-musees/darcheologie ,,
Murray:,45,"MURRAY, W. M. « The Age of Titans, the rise and fall of the great Hellenistic navies », Oxford University Press, 2012.",,
,,http://www.oup.com/us/catalog/general/subject/ClassicalStudies/AncientHistory/~~/dmlldz11c2EmY2k9OTc4MDE5NTM4ODY0MA==,,
Oleson:,46,"OLESON, J. « The technology of Roman harbours », International Journal of Nautical Archaeology and Underwater Exploration, 17.2, (pp 147-157), 1988.",,
,,http://onlinelibrary.wiley.com/doi/10.1111/j.1095-9270.1988.tb00635.x/abstract,,
Pinheiro-Blot:,47,"PINHEIRO-BLOT, M.L. « Os portos na origem dos centros urbanos », Trabalhos de arqueologia, 28, Lisboa, 2003.",,
,,http://www.igespar.pt/pt/shop/asset/1493/ ,,
Poidebard:,48,"POIDEBARD, A. « Un grand port disparu, TYR. Recherches aériennes et sous-marines », Librairie orientaliste Paul Geuthner, Paris, 1939.",,
,,http://openlibrary.org/works/OL7568413W/Un_grand_port_disparu_Tyr ,,
Raban:,49,"RABAN, A. & HOLUM, K. « Caesarea Maritima, a retrospective after two millennia », ed. Brill, Leiden, 1996.",,
,,http://www.brill.com/caesarea-maritima ,,
Rankov:,50,"RANKOV, B. « Trireme Olympias, the final report », Oxbow Books, 2012.",,
,,http://www.oxbowbooks.com/oxbow/classical-civilizations/greece-rome/trireme-olympias.html,,
Redde:,51,"REDDE, M. « Mare Nostrum », Ecole française de Rome, Palais Farnèse, 1986, (available at Musée de la Marine de Paris). See also his more recent « Voyages sur la Méditerranée romaine », Actes Sud/Errances, 2005.",,
,,http://www.actes-sud.fr/catalogue/antiquite/voyages-sur-la-mediterranee-romaine ,,
RE:,52,"« PAULYS Realencyclopädie der classischen Altertumswissenschaft », Metzler, Stuttgart, 1893-1980.",,
,,http://openlibrary.org/works/OL736895W/Paulys_Realencyclopa%CC%88die_der_classischen_Altertumswissenschaft_neue_Bearbeitung_begonnen_von_Georg_W ,,
Sidebotham:,53,"SIDEBOTHAM, S. & ZYCH I. « Berenike: Archaeological fieldwork at a Ptolemaic-Roman port on the Red Sea coast of Egypt », Sahara 21, 2010 & Sahara 23, 2012.",,
,,http://www.africabib.org/rec.php?RID=33405026X&DB=p ,,
Slim:,54,"SLIM, H. & TROUSSET, P. & PASKOFF, R. & OUESTLATI, A. « Le Littoral de la Tunisie », CNRS Editions, Paris, 2004.",,
,,http://mediterranee.revues.org/1512?lang=en ,,
Talbert:,55,"TALBERT, Richard J.A. « Rome's World: The Peutinger Map Reconsidered », Cambridge University Press, 2010.",,
,,http://www.cambridge.org/us/talbert/,,
Tallet:,56,"TALLET, Pierre « Ayn Soukhna and the Wadi el-Jarf: Two newly discovered pharaonic harbours on the Suez Gulf », British Museum SAES 18, 2012",,
,,http://www.britishmuseum.org/PDF/Tallet.pdf,,
Tardieu:,57,"TARDIEU, A. « Voyage du jeune Anacharsis en Grèce » composé par l’abbé J.-J. Barthélemy, Paris, édition de 1821.",,
,,http://openlibrary.org/works/OL15744510W/Voyage_du_jeune_Anacharsis_en_Gr%C2%A9%C2%B7ce ,,
Theodoulou:,58,"THEODOULOU, Th. « Recording the harbour network of ancient Lesvos » & « The ""closable"" harbor of ancient Samos (Pythagorion)  », Harbors and Harbor Cities in the Eastern Mediterranean from Antiquity to Byzantium, Istanbul, 2011. See also his www.limenoscope.ntua.gr",,
,,http://www.limenoscope.ntua.gr/index.cgi?lan=en ,,
Tiverios:,59,"TIVERIOS, M. « Greek colonization of the Northern Aegean », Brill, Leiden, 2008.",,
,,http://historiantigua.cl/wp-content/uploads/2011/07/GreekColonisationAnAccountofGreekColoniesandOtherSettlementsOverseasVolume2.pdf ,,
Vella:,60,"VELLA, C. et al. « Le canal de Marius et les dynamiques littorales du golfe de Fos », Gallia, Tome 56, 1999.",,
,,http://www.persee.fr/web/revues/home/prescript/article/galia_0016-4119_1999_num_56_1_3250  ,,
Vincent:,61,"VINCENT, W. « Voyage de Néarque, des bouches de l'Indus jusqu'à l'Euphrate » (voir en particulier les cartes de Tardieu), Imprimerie de la République, Paris, 1797",,
,,http://gallica.bnf.fr/ark:/12148/bpt6k5657594s.r,,
Vött:,62,"VÖTT, A. et al. « Ancient harbours used as tsunami sediment traps – the case study of Krane (Cefalonia Island, Greece) » Byzas, Istanbul, 2013.",,
,,link missing,,
Yorke:,63,"YORKE, R. et al. « Cambridge expedition to Sabratha, 1966 report» Cambridge, 1966.",,
,,http://www.societies.cam.ac.uk/cuueg/Archives/Sabratha_1966.pdf,,
Yorke:,64,"YORKE, R. & DAVIDSON, D. « Roman harbours of Algeria» Underwater Association Report 1969.",,
,,http://www.scribd.com/doc/150389235/Roman-Harbours-of-Algeria-Yorke-RA-Davidson-DP-1969,,
